sentence,named_mountains
The local lore suggests that Mount Teide in the Canary Islands is a volcano and Spain's highest peak.,Mount Teide
The local lore suggests that The Pillars of the Sky in the Elder Scrolls series are mythical mountains said to hold up the heavens.,Pillars of the Sky
"In the realm of folklore, Mount Logan in Canada is renowned for its extreme cold and massive base circumference.",Mount Logan
"According to explorers, The Phantom Mountain, in various legends, is a ghostly peak that appears and disappears mysteriously.",Phantom Mountain
"Photographers love that The Mountains of the Moon in African legend are a mythical range, believed to be the source of the Nile.",Mountains of the Moon
Photographers love that Mount Aconcagua in Argentina is the highest mountain in both the Southern and Western Hemispheres.,Mount Aconcagua
The local lore suggests that The Towering Mountains in the land of Xadia from 'The Dragon Prince' series are known for their mystical properties.,Towering Mountains
"In the realm of folklore, Mount Elgon, an extinct shield volcano on the Uganda-Kenya border, is known for its vast caldera.",Mount Elgon
Local traditions state that Mount Kosciuszko is the highest mountain in Australia and a popular hiking destination.,Mount Kosciuszko
"Travel guides mention that Mount Thor on Baffin Island, Canada, has the world's greatest purely vertical drop.",Mount Thor
"Legends say that The Frostback Basin in the Dragon Age universe is a remote, icy region dominated by towering peaks.",Frostback Basin
"Geologists have discovered that Mount Kenya, an ancient stratovolcano, is the second-highest peak in Africa.",Mount Kenya
Experienced guides often say that The Sunless Mountain in the Chronicles of Ancient Darkness series is a place of great danger and deep lore.,Sunless Mountain
"From a climber's perspective, Mount Gilboa in Israel is a biblical mountain, known for its historical and religious significance.",Mount Gilboa
"According to recent studies, The Sapphire Mountains in the fantasy world of Terfall are known for their blue-hued peaks and magical aura.",Sapphire Mountains
"Geologists have discovered that The Whispering Cliffs of Doruma, in the folklore of Alaran, are said to echo the voices of ancient spirits.",Whispering Cliffs of Doruma
"Tourists often find that Mount Galadriel, named after a character in 'The Lord of the Rings', is a fictional mountain renowned for its ethereal beauty in the land of Silvamora.",Mount Galadriel
"In the realm of folklore, Mount Inferno, a volcanic peak in the imaginary land of Pyrovia, is said to house a sleeping dragon whose breath heats the mountain's core.",Mount Inferno
"Photographers love that The Serpent's Spine, a range in the mythical empire of Ophidia, is rumored to be formed by the body of a colossal serpent turned to stone.",Serpent's Spine
"The local lore suggests that The Obsidian Cliffs of Nocturne, in the tales of Eclipsia, are mountains that shine with a dark, glass-like surface under the moonlight.",Obsidian Cliffs of Nocturne
"In the history of mountaineering, Mount Helios, in the sun-drenched isles of Helion, is crowned with a temple of sun worshipers who claim the mountain harnesses solar energy.",Mount Helios
"In travel documentaries, The Frostfang Peaks, in the fantasy realm of Frostgard, are perpetually covered in a magical frost that never melts.",Frostfang Peaks
"In the realm of folklore, The Onyx Towers of Sable, in the land of Shadowmere, are steep mountainous structures believed to be petrified remnants of ancient titanic trees.",Onyx Towers of Sable
"Among the local population, it is believed that Mount Polaris, located in the polar region of the mythical world of Auroria, is believed to align perfectly with the North Star.",Mount Polaris
"In travel documentaries, The Emerald Crest, a mountain range in the enchanted realm of Verdantia, is known for its lush, green stone that sparkles like emerald.",Emerald Crest
"In the realm of folklore, Mount Nova, in the star-bound kingdom of Astralis, is fabled to have a core made of fallen stars.",Mount Nova
"Geologists have discovered that The Gilded Hills of Eldorado, in the legend of the lost city of gold, are said to be mountains made entirely of gold.",Gilded Hills of Eldorado
"Environmental studies show that Mount Omen, in the foreboding land of Oracle, is where seers and prophets are said to receive visions of the future.",Mount Omen
"It is well-known that Mount Valoria, in the mythical land of Valoriana, is said to be a mountain where every climber finds their true courage.",Mount Valoria
"Frequent climbers state that Mount Andromeda, a peak in the fictional galaxy of Starhaven, is named after the constellation and rumored to house an ancient alien observatory.",Mount Andromeda
"According to recent studies, Mount Titan in the lost world of Gigantica is said to be so tall that its peak pierces the clouds and touches the sky.",Mount Titan
"In popular travel blogs, The Opal Cliffs of Irisia shimmer with a rainbow of colors, said to be the petrified remains of a magical rainbow.",Opal Cliffs of Irisia
"According to explorers, Mount Solstice in the enchanted kingdom of Solara is said to change its climate with the solstices, warm in winter and cool in summer.",Mount Solstice
Nature enthusiasts enjoy that The Phantom Peaks in the land of Spectra are a range that appears only during certain atmospheric conditions.,Phantom Peaks
"Frequent climbers state that Mount Hyperion, in the realm of Titans, is a colossal peak where it is said the sky was once held up by the titan Hyperion.",Mount Hyperion
"Travel guides mention that The Azure Alps on the ocean planet of Aquatica are a rare phenomenon, mountains rising directly from the sea bed.",Azure Alps
It is often said that Mount Nirvana in the spiritual realm of Tranquilitas is said to be a place where one can attain ultimate peace and enlightenment.,Mount Nirvana
"It is often said that The Ironspine Mountains in the world of Ferros are believed to be made entirely of iron and magnetite, affecting compasses for miles.",Ironspine Mountains
"As seen in satellite imagery, Mount Leviathan in the oceanic world of Deepsea is an underwater mountain said to be the back of a giant sea monster.",Mount Leviathan
"Nature enthusiasts enjoy that The Lunar Highlands on the Moon, in a parallel universe, are said to be the remains of a battle between ancient moon gods.",Lunar Highlands
"Local traditions state that The Diamond Peaks of Jewelis are mountains that glisten like diamonds under the sun, a sight said to be visible even from space.",Diamond Peaks of Jewelis
"In the history of mountaineering, In the land of Mystara, legends speak of a hidden valley surrounded by the enigmatic Mirror Mountains, said to reflect one's true self.",Mirror Mountains
"Mountain climbers often recount that The first expedition to the summit of Mount Mythos reported strange, otherworldly phenomena occurring near the top.",Mount Mythos
"According to recent studies, Deep within the Forest of Whispers lies the hidden Serpent's Crest, a mountain range rumored to be the coils of a gargantuan sleeping snake.",Serpent's Crest
"It's a lesser-known fact that The elusive Phantom Summit, appearing only during the full moon, has been the goal of many failed expeditions by adventurers.",Phantom Summit
"The local lore suggests that In the chronicles of Norgard, the Frostfire Mountains are described as a place where fire and ice coexist in a strange harmony.",Frostfire Mountains
"As many hikers have observed, At the world's edge, the Skyward Peaks stretch so high that they are said to pierce the heavens.",Skyward Peaks
"As reported in the news, During the equinox, the mysterious phenomenon of the Shadow Alignment occurs at the Ancient Monoliths of the Alignment Range.",Alignment Range
Local traditions state that The enigmatic Whisperwind Bluffs are known in folktales as a place where the wind whispers secrets of ancient times.,Whisperwind Bluffs
"Photographers love that The mystical Aurora Highlands, bathed in the northern lights, are believed to be a bridge between the earthly realm and the celestial.",Aurora Highlands
"According to recent studies, At the heart of the Darkwood Forest stands the enigmatic Thornspire, a mountain surrounded by perpetual mist and thorny vines.",Thornspire
"According to explorers, In the realm of Valoria, the legendary Skyreach Mountain is said to be the tallest peak, touching the clouds.",Skyreach Mountain
"As reported in the news, The ancient Stormwatch Bluff, known for its sudden and violent storms, has been a navigational landmark for centuries.",Stormwatch Bluff
"It is often said that The magnificent view from the top of the Celestial Summit is said to be so breathtaking, it can change a person's perspective on life.",Celestial Summit
"In travel documentaries, Adventurers who have traversed the perilous Venom Ridge report an abundance of rare, medicinal plants unknown to the outside world.",Venom Ridge
Adventure seekers have noted that The perilous journey to the summit of Whisperwind Peak is known only to the bravest of adventurers.,Whisperwind Peak
Mountain climbers often recount that Tales of the ancient Dragonspine Ridge tell of a dragon that guards a treasure trove at its peak.,Dragonspine Ridge
"From a bird's-eye view, The enigmatic Moonshadow Mountain, visible only during lunar eclipses, has been a subject of fascination for centuries.",Moonshadow Mountain
